customer_id,gender,senior_citizen,partner,dependents,tenure,age,contract,payment_method,internet_service,paperless_billing,online_security,tech_support,num_products,support_calls,monthly_charges,total_charges,churn
CUST-1232,Male,1,0,0,14,52,Two Year,Bank Transfer,No,0,1,1,3,3,85.41,1172.05,0
CUST-1233,Female,0,0,1,21,61,One Year,Electronic Check,Fiber Optic,0,0,1,1,4,55.42,1139.28,0
CUST-1234,Female,1,0,0,48,62,Two Year,Credit Card,Fiber Optic,1,1,1,3,5,72.55,3350.97,0
CUST-1235,Female,1,0,1,20,51,One Year,Credit Card,DSL,0,1,0,2,2,68.16,1370.54,0
CUST-1236,Male,0,1,0,8,20,One Year,Electronic Check,No,0,1,1,1,7,37.69,268.65,1
CUST-1237,Female,0,0,0,7,54,Month-to-Month,Bank Transfer,No,0,0,1,2,3,58.71,408.97,0
CUST-1238,Male,0,1,1,67,60,One Year,Bank Transfer,DSL,1,0,0,4,7,116.38,7594.31,0
CUST-1239,Male,0,0,0,17,57,One Year,Electronic Check,Fiber Optic,0,1,1,3,9,44.86,784.9,0
CUST-1240,Female,0,0,0,33,43,One Year,Mailed Check,DSL,0,1,0,3,9,33.38,1122.95,0
CUST-1241,Male,0,1,1,48,40,Month-to-Month,Credit Card,Fiber Optic,1,0,1,2,2,61.86,2711.04,0
CUST-1242,Male,0,0,0,59,61,Month-to-Month,Electronic Check,Fiber Optic,1,1,0,4,9,99.03,5289.15,0
CUST-1243,Female,1,1,0,22,56,Month-to-Month,Electronic Check,DSL,1,0,0,1,6,78.21,1800.34,1
CUST-1244,Male,0,1,1,30,32,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1,1,8,88.1,2525.26,0
CUST-1245,Female,0,0,1,38,66,Month-to-Month,Credit Card,DSL,0,0,0,3,3,38.97,1527.19,1
CUST-1246,Male,0,0,1,51,21,Two Year,Bank Transfer,Fiber Optic,0,1,1,2,7,81.89,3686.82,0
CUST-1247,Female,1,1,1,54,46,Month-to-Month,Electronic Check,Fiber Optic,1,1,0,2,2,52.35,2766.3,0
CUST-1248,Female,0,1,1,8,39,Month-to-Month,Mailed Check,DSL,0,0,0,1,6,103.43,837.35,1
CUST-1249,Male,0,0,0,27,42,Month-to-Month,Credit Card,Fiber Optic,1,1,1,4,2,82.93,2327.51,0
CUST-1250,Female,0,1,1,27,30,One Year,Electronic Check,Fiber Optic,1,1,0,4,6,39.89,988.14,0
CUST-1251,Male,0,0,1,21,35,Month-to-Month,Electronic Check,Fiber Optic,0,0,1,1,9,26.46,552.88,0
CUST-1252,Male,0,1,0,30,50,Month-to-Month,Mailed Check,DSL,0,0,0,1,9,24.26,697.06,0
CUST-1253,Female,0,0,0,28,33,One Year,Electronic Check,Fiber Optic,0,1,0,2,5,57.14,1379.33,1
CUST-1254,Male,0,1,0,64,62,Month-to-Month,Electronic Check,No,1,0,1,4,1,46.59,2945.98,0
CUST-1255,Female,0,1,0,69,59,Two Year,Credit Card,DSL,1,1,1,1,2,84.61,5768.15,0
CUST-1256,Male,0,0,0,61,61,Two Year,Credit Card,DSL,0,0,0,1,5,69.93,4419.81,0
CUST-1257,Male,1,1,1,48,19,Month-to-Month,Credit Card,DSL,1,0,1,3,3,46.6,2123.76,0
CUST-1258,Female,0,1,0,19,52,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1,1,5,34.92,594.51,1
CUST-1259,Male,1,1,1,4,59,One Year,Mailed Check,DSL,0,1,0,1,0,32.72,112.41,0
CUST-1260,Male,0,1,0,35,51,Month-to-Month,Credit Card,Fiber Optic,0,1,0,4,9,106.47,3477.26,1
CUST-1261,Male,0,1,1,64,47,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,2,0,44.35,2584.03,1
CUST-1262,Male,0,1,0,49,30,Month-to-Month,Bank Transfer,Fiber Optic,1,1,0,4,2,85.17,4182.59,0
CUST-1263,Male,0,1,1,17,30,Two Year,Mailed Check,Fiber Optic,0,0,1,2,7,101.07,1582.2,1
CUST-1264,Male,0,0,1,44,35,Month-to-Month,Mailed Check,Fiber Optic,0,0,1,3,7,81.41,3724.66,0
CUST-1265,Male,0,1,1,30,49,One Year,Electronic Check,Fiber Optic,1,1,1,1,3,105.96,3313.78,0
CUST-1266,Male,0,1,1,46,49,One Year,Bank Transfer,DSL,0,0,1,3,5,59.24,2654.68,0
CUST-1267,Female,0,0,1,6,52,Month-to-Month,Credit Card,DSL,1,1,1,2,7,115.62,718.51,1
CUST-1268,Male,0,1,1,37,56,Month-to-Month,Mailed Check,No,0,0,1,4,6,33.31,1235.15,1
CUST-1269,Male,0,1,1,24,63,Two Year,Bank Transfer,DSL,1,0,0,4,6,30.21,695.58,0
CUST-1270,Female,0,0,1,46,69,Month-to-Month,Credit Card,Fiber Optic,0,1,1,3,3,85.87,3499.96,1
CUST-1271,Female,0,1,1,53,46,One Year,Bank Transfer,No,1,1,0,2,8,114.28,5703.84,0
CUST-1272,Female,0,1,1,60,66,Month-to-Month,Mailed Check,DSL,0,1,1,3,9,100.89,5824.43,0
CUST-1273,Male,0,0,0,63,46,Month-to-Month,Electronic Check,Fiber Optic,1,0,0,3,5,27.64,1781.01,0
CUST-1274,Female,0,0,1,32,61,Month-to-Month,Bank Transfer,Fiber Optic,1,1,0,1,2,47.94,1451.65,0
CUST-1275,Female,0,1,1,33,33,Month-to-Month,Credit Card,No,1,1,0,3,4,113.03,3840.16,1
CUST-1276,Male,0,1,0,67,61,Month-to-Month,Mailed Check,No,1,1,1,1,4,45.31,2989.84,0
CUST-1277,Male,0,0,1,18,64,Two Year,Electronic Check,Fiber Optic,0,1,0,1,4,98.12,1549.63,0
CUST-1278,Female,0,1,1,25,27,Month-to-Month,Credit Card,DSL,1,1,0,4,7,102.51,2688.32,0
CUST-1279,Female,0,0,0,54,47,Month-to-Month,Credit Card,Fiber Optic,1,1,1,1,8,69.55,3588.37,0
CUST-1280,Male,0,0,0,58,42,Month-to-Month,Credit Card,Fiber Optic,0,0,0,1,8,58.63,3156.96,0
CUST-1281,Male,1,0,1,67,56,One Year,Bank Transfer,Fiber Optic,1,0,0,4,5,65.01,4276.5,0
CUST-1282,Male,0,1,0,46,37,Month-to-Month,Mailed Check,DSL,0,0,1,3,5,42.7,1712.35,1
CUST-1283,Male,0,0,1,24,22,One Year,Credit Card,DSL,1,0,0,2,8,108.94,2555.23,0
CUST-1284,Male,1,0,1,32,18,Month-to-Month,Bank Transfer,Fiber Optic,1,1,0,2,3,65.06,1977.09,0
CUST-1285,Female,1,0,1,47,47,Month-to-Month,Mailed Check,Fiber Optic,1,1,1,2,5,108.25,4738.4,1
CUST-1286,Male,0,1,0,23,66,Month-to-Month,Mailed Check,DSL,1,0,0,3,3,30.57,731.66,0
CUST-1287,Male,0,1,1,66,20,Two Year,Bank Transfer,Fiber Optic,1,0,0,1,0,118.83,7486.0,0
CUST-1288,Male,1,1,1,27,62,Month-to-Month,Bank Transfer,No,1,0,0,2,6,64.33,1552.49,1
CUST-1289,Male,0,0,0,2,31,Month-to-Month,Credit Card,Fiber Optic,0,1,0,3,9,24.78,46.68,0
CUST-1290,Male,1,1,1,17,47,Month-to-Month,Mailed Check,DSL,0,1,1,1,5,23.8,418.31,0
CUST-1291,Female,0,1,1,33,67,Two Year,Electronic Check,DSL,1,1,1,4,8,94.62,2764.06,0
CUST-1292,Male,0,0,1,9,21,Month-to-Month,Bank Transfer,DSL,1,0,1,2,6,85.9,690.22,1
CUST-1293,Female,0,0,1,43,35,Month-to-Month,Mailed Check,No,0,0,1,1,6,100.21,3673.9,1
CUST-1294,Male,0,1,1,48,54,Month-to-Month,Mailed Check,Fiber Optic,0,0,0,2,1,30.54,1250.19,0
CUST-1295,Female,0,1,1,39,42,Month-to-Month,Credit Card,Fiber Optic,1,0,1,2,8,23.56,933.43,1
CUST-1296,Female,1,0,0,42,65,One Year,Electronic Check,Fiber Optic,1,0,1,2,9,70.86,2965.48,0
CUST-1297,Male,0,1,1,26,18,One Year,Credit Card,Fiber Optic,1,1,0,1,8,58.76,1407.08,0
CUST-1298,Male,0,0,1,50,63,Month-to-Month,Electronic Check,No,1,1,0,3,5,66.19,3275.29,0
CUST-1299,Male,0,0,0,25,32,Month-to-Month,Electronic Check,Fiber Optic,1,1,0,1,2,119.16,2767.61,1
CUST-1300,Male,0,1,1,24,26,Month-to-Month,Bank Transfer,DSL,1,1,1,2,0,117.07,2923.7,0
CUST-1301,Male,0,1,1,13,32,Month-to-Month,Mailed Check,DSL,0,1,0,1,3,114.23,1549.45,1
CUST-1302,Female,0,1,0,60,66,Month-to-Month,Mailed Check,Fiber Optic,1,0,0,4,2,98.38,5481.1,1
CUST-1303,Male,0,1,0,7,41,One Year,Mailed Check,No,1,1,0,3,0,55.48,396.46,1
CUST-1304,Male,0,0,0,57,21,Two Year,Electronic Check,DSL,0,0,1,1,2,61.21,3505.08,0
CUST-1305,Female,0,1,0,36,29,Two Year,Mailed Check,No,0,1,1,4,3,74.96,2461.09,0
CUST-1306,Male,0,1,0,45,54,Two Year,Bank Transfer,Fiber Optic,0,0,1,3,7,103.05,4156.87,1
CUST-1307,Female,1,1,0,20,54,One Year,Electronic Check,DSL,0,0,1,4,8,26.87,506.04,0
CUST-1308,Male,0,0,0,65,60,One Year,Electronic Check,DSL,1,0,1,3,2,62.43,4083.39,0
CUST-1309,Female,0,1,1,8,23,Month-to-Month,Electronic Check,DSL,0,0,1,1,5,28.26,235.58,1
CUST-1310,Male,0,1,1,16,56,One Year,Electronic Check,Fiber Optic,0,0,1,4,9,71.47,1146.63,0
CUST-1311,Female,0,0,1,14,63,Month-to-Month,Bank Transfer,DSL,1,0,0,2,4,109.89,1570.83,1
CUST-1312,Female,0,0,0,15,41,Month-to-Month,Mailed Check,Fiber Optic,0,1,0,4,5,98.25,1430.44,1
CUST-1313,Male,0,0,1,66,28,One Year,Bank Transfer,Fiber Optic,0,0,0,3,3,42.78,2871.71,0
CUST-1314,Male,0,0,0,32,30,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,1,9,117.6,3789.11,1
CUST-1315,Male,0,0,1,63,51,Month-to-Month,Bank Transfer,DSL,1,1,1,3,5,86.74,5056.94,0
CUST-1316,Female,0,1,1,51,42,Two Year,Credit Card,Fiber Optic,1,0,0,4,6,21.04,1030.55,0
CUST-1317,Female,0,0,1,25,24,Month-to-Month,Credit Card,Fiber Optic,1,1,0,4,8,45.54,1150.97,1
CUST-1318,Female,0,0,1,58,69,Month-to-Month,Credit Card,Fiber Optic,1,1,1,2,9,46.07,2295.86,1
CUST-1319,Male,0,0,0,63,21,Two Year,Credit Card,No,1,0,1,1,6,26.93,1716.3,1
CUST-1320,Male,0,0,0,62,25,One Year,Electronic Check,DSL,1,0,1,1,5,115.98,6367.98,1
CUST-1321,Female,0,0,1,22,37,Month-to-Month,Electronic Check,No,0,1,1,4,0,67.83,1422.03,0
CUST-1322,Male,1,0,0,58,46,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1,1,1,109.58,6429.72,0
CUST-1323,Female,1,0,0,58,68,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,2,0,52.22,2728.2,0
CUST-1324,Male,0,0,1,49,62,Two Year,Credit Card,Fiber Optic,0,0,1,3,8,32.52,1432.8,0
CUST-1325,Male,0,1,0,52,63,One Year,Mailed Check,Fiber Optic,1,1,1,1,9,67.43,3262.85,0
CUST-1326,Female,0,1,0,42,27,Month-to-Month,Credit Card,DSL,0,0,0,4,9,31.4,1356.95,0
CUST-1327,Male,1,1,0,70,60,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1,3,8,68.6,4082.13,0
CUST-1328,Male,0,0,0,15,51,Month-to-Month,Credit Card,Fiber Optic,0,1,1,3,6,112.03,1731.33,0
CUST-1329,Male,0,0,1,54,43,Two Year,Bank Transfer,Fiber Optic,1,1,1,2,1,72.08,3428.21,0
CUST-1330,Male,0,0,1,60,58,Month-to-Month,Credit Card,DSL,0,1,0,4,5,81.65,5134.24,1
CUST-1331,Male,0,1,0,8,66,One Year,Mailed Check,No,1,1,0,1,3,35.66,296.97,0
CUST-1332,Female,1,0,1,53,20,Month-to-Month,Credit Card,Fiber Optic,0,0,1,4,0,24.37,1225.65,0
CUST-1333,Male,0,0,1,60,23,One Year,Mailed Check,DSL,0,1,0,3,0,31.08,1776.3,0
CUST-1334,Female,0,0,1,5,22,Two Year,Mailed Check,Fiber Optic,1,1,0,4,4,79.85,377.81,0
CUST-1335,Male,0,1,0,68,22,One Year,Bank Transfer,Fiber Optic,0,0,0,1,1,29.5,1960.04,0
CUST-1336,Male,0,1,0,6,64,Month-to-Month,Mailed Check,Fiber Optic,0,0,1,1,3,57.6,300.03,0
CUST-1337,Female,0,0,1,47,40,One Year,Electronic Check,Fiber Optic,0,1,1,2,0,75.01,3019.65,0
CUST-1338,Female,0,1,1,55,66,One Year,Electronic Check,No,0,0,1,1,3,58.87,2789.54,0
CUST-1339,Male,1,0,0,40,26,Month-to-Month,Electronic Check,DSL,0,1,1,1,5,36.37,1365.87,1
CUST-1340,Male,0,0,1,52,52,Two Year,Bank Transfer,Fiber Optic,1,0,1,4,9,47.38,2229.97,1
CUST-1341,Female,0,1,0,16,37,One Year,Electronic Check,No,1,1,1,4,3,112.83,1759.08,0
CUST-1342,Female,1,1,1,13,66,Two Year,Bank Transfer,No,0,0,1,3,0,87.6,1194.02,0
CUST-1343,Female,0,1,0,30,59,One Year,Bank Transfer,Fiber Optic,1,1,0,2,6,69.6,1936.13,1
CUST-1344,Female,0,1,0,19,52,Month-to-Month,Electronic Check,No,0,1,1,4,1,21.27,389.89,0
CUST-1345,Male,0,0,0,17,67,Month-to-Month,Mailed Check,DSL,1,0,1,1,8,119.24,1891.51,1
CUST-1346,Male,0,0,0,63,35,Month-to-Month,Credit Card,No,0,0,1,3,2,87.15,5597.26,0
CUST-1347,Male,0,1,1,19,34,Two Year,Bank Transfer,DSL,0,1,1,4,7,51.69,1012.01,1
CUST-1348,Male,1,1,0,58,41,One Year,Electronic Check,DSL,0,1,1,2,7,107.93,6419.39,1
CUST-1349,Male,0,0,1,55,20,One Year,Bank Transfer,DSL,0,0,1,2,2,45.84,2634.34,0
CUST-1350,Female,0,0,0,62,49,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,3,3,74.4,3946.27,0
CUST-1351,Female,0,0,0,23,52,Month-to-Month,Mailed Check,DSL,1,0,1,3,1,83.61,1957.57,0
CUST-1352,Female,0,0,1,9,55,One Year,Electronic Check,DSL,1,0,0,3,3,42.11,379.12,0
CUST-1353,Male,0,1,1,12,30,Month-to-Month,Bank Transfer,DSL,0,0,0,3,8,117.84,1266.65,1
CUST-1354,Female,0,1,1,1,64,Month-to-Month,Credit Card,DSL,1,0,1,3,1,94.82,98.73,1
CUST-1355,Male,1,1,0,58,42,One Year,Credit Card,Fiber Optic,1,0,1,1,2,75.78,3866.21,0
CUST-1356,Male,0,0,0,1,26,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0,1,3,38.06,37.52,0
CUST-1357,Male,0,0,1,34,21,Month-to-Month,Bank Transfer,DSL,0,0,1,4,4,25.39,772.6,0
CUST-1358,Female,0,1,0,48,31,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1,2,0,52.01,2337.39,0
CUST-1359,Male,0,1,1,1,54,Month-to-Month,Electronic Check,No,1,0,0,1,6,95.32,94.73,1
CUST-1360,Male,0,1,0,16,51,Two Year,Mailed Check,Fiber Optic,1,0,1,1,9,46.93,722.85,0
CUST-1361,Female,0,0,0,61,28,Month-to-Month,Credit Card,DSL,0,1,1,1,6,73.96,4220.57,0
CUST-1362,Male,0,1,0,64,58,Month-to-Month,Electronic Check,Fiber Optic,1,1,1,4,8,92.79,5435.37,0
CUST-1363,Female,0,0,1,63,20,Month-to-Month,Bank Transfer,DSL,0,1,0,3,3,30.79,1974.55,0
CUST-1364,Male,0,1,0,69,45,One Year,Bank Transfer,DSL,1,1,0,4,5,88.53,5367.98,1
CUST-1365,Female,0,1,1,22,46,Month-to-Month,Mailed Check,DSL,0,1,1,2,1,29.19,601.09,0
CUST-1366,Male,0,1,1,67,26,One Year,Bank Transfer,No,1,1,0,2,3,116.51,8046.22,0
CUST-1367,Male,0,0,0,26,20,Month-to-Month,Electronic Check,DSL,1,0,0,2,1,68.84,1824.15,1
CUST-1368,Female,0,0,1,16,42,Month-to-Month,Electronic Check,DSL,1,1,0,2,9,35.07,521.95,0
CUST-1369,Male,0,0,1,51,51,Month-to-Month,Mailed Check,DSL,0,1,1,1,4,54.24,2773.49,1
CUST-1370,Female,0,0,0,57,29,Two Year,Electronic Check,No,0,1,0,1,6,61.34,3547.54,0
CUST-1371,Male,0,0,1,29,59,Two Year,Credit Card,Fiber Optic,0,0,0,4,0,95.82,2855.97,0
CUST-1372,Female,0,0,1,69,26,Month-to-Month,Electronic Check,DSL,1,1,0,3,9,94.34,6241.93,0
CUST-1373,Male,0,1,0,47,32,Month-to-Month,Electronic Check,Fiber Optic,0,0,1,2,9,81.19,3399.58,1
CUST-1374,Male,0,0,0,62,57,Two Year,Electronic Check,Fiber Optic,1,1,0,4,6,30.59,1708.94,0
CUST-1375,Male,0,1,0,69,42,Month-to-Month,Credit Card,Fiber Optic,0,1,0,1,9,35.16,2205.61,1
CUST-1376,Female,0,0,1,16,22,Two Year,Bank Transfer,DSL,0,0,1,1,5,29.38,455.39,1
CUST-1377,Female,0,1,1,48,28,Month-to-Month,Electronic Check,No,1,0,0,3,5,77.72,3195.46,0
CUST-1378,Female,1,1,0,39,51,Two Year,Mailed Check,DSL,1,1,0,3,7,107.71,4104.95,0
CUST-1379,Female,0,0,1,33,41,One Year,Credit Card,Fiber Optic,0,0,0,3,7,63.38,1930.22,0
CUST-1380,Female,0,1,0,23,32,Two Year,Mailed Check,DSL,0,0,1,4,5,36.08,754.36,0
CUST-1381,Male,0,0,0,10,55,One Year,Electronic Check,Fiber Optic,1,1,1,1,2,75.8,777.63,1
CUST-1382,Male,1,0,0,69,25,Month-to-Month,Mailed Check,Fiber Optic,1,1,0,1,4,101.18,6576.5,0
CUST-1383,Male,0,0,1,34,22,Two Year,Electronic Check,Fiber Optic,0,1,0,3,1,94.17,2782.38,0
CUST-1384,Male,0,0,1,52,65,Month-to-Month,Credit Card,DSL,1,0,0,2,4,108.15,5710.12,0
CUST-1385,Male,1,1,0,10,43,Month-to-Month,Mailed Check,Fiber Optic,0,1,0,3,8,47.79,410.77,1
CUST-1386,Female,0,0,0,19,35,One Year,Mailed Check,DSL,0,1,0,4,9,39.4,745.12,0
CUST-1387,Male,0,1,1,58,23,One Year,Electronic Check,Fiber Optic,0,0,0,3,0,107.98,6292.78,0
CUST-1388,Female,0,1,0,1,54,Two Year,Electronic Check,No,1,0,1,3,9,85.76,78.94,0
CUST-1389,Male,0,1,1,69,65,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0,4,4,51.09,3577.94,0
CUST-1390,Female,0,0,0,4,30,One Year,Electronic Check,Fiber Optic,0,0,0,3,5,94.23,359.25,1
CUST-1391,Female,0,1,0,16,45,One Year,Electronic Check,Fiber Optic,1,1,0,1,6,101.51,1531.03,0
CUST-1392,Female,0,0,1,24,22,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1,2,8,81.5,1680.36,0
CUST-1393,Male,0,1,1,2,30,Month-to-Month,Electronic Check,No,1,1,0,3,5,88.79,161.24,0
CUST-1394,Male,0,0,1,32,34,Month-to-Month,Electronic Check,DSL,0,0,1,4,4,57.53,1907.61,1
CUST-1395,Male,0,0,1,24,67,Month-to-Month,Bank Transfer,Fiber Optic,1,0,0,2,6,73.87,1645.88,1
CUST-1396,Male,0,0,1,12,57,Two Year,Credit Card,Fiber Optic,1,0,0,4,0,72.42,833.7,0
CUST-1397,Female,1,0,0,50,62,One Year,Credit Card,Fiber Optic,0,0,0,2,4,104.8,5011.56,1
CUST-1398,Female,0,1,0,35,49,One Year,Electronic Check,DSL,0,1,0,2,1,104.0,3523.83,0
CUST-1399,Female,0,1,1,33,46,Two Year,Electronic Check,Fiber Optic,0,0,0,3,3,103.27,2938.53,1
CUST-1400,Female,0,0,1,33,68,Month-to-Month,Bank Transfer,No,0,1,0,1,6,21.1,642.29,0
CUST-1401,Male,0,1,0,61,20,Two Year,Bank Transfer,No,1,0,1,3,4,94.95,5760.82,0
CUST-1402,Female,0,0,0,51,57,Month-to-Month,Credit Card,Fiber Optic,0,0,0,4,5,95.87,4352.09,0
CUST-1403,Male,0,0,1,43,51,Two Year,Mailed Check,Fiber Optic,1,1,0,4,1,87.84,3364.34,0
CUST-1404,Female,0,1,1,12,57,Month-to-Month,Electronic Check,No,0,0,0,2,2,95.63,977.74,0
CUST-1405,Female,0,0,0,67,44,Two Year,Mailed Check,DSL,0,0,1,2,6,104.2,6545.04,0
CUST-1406,Female,0,0,1,65,30,Month-to-Month,Mailed Check,DSL,1,1,0,1,1,67.03,4472.61,1
CUST-1407,Male,0,0,0,33,62,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1,3,5,70.21,1993.44,0
CUST-1408,Male,0,0,0,40,50,One Year,Electronic Check,No,1,1,0,4,4,32.47,1153.62,0
CUST-1409,Female,0,0,1,43,23,Month-to-Month,Electronic Check,No,0,0,0,2,9,58.54,2295.75,1
CUST-1410,Female,0,1,0,44,41,One Year,Bank Transfer,Fiber Optic,0,0,1,1,0,84.34,3697.4,0
CUST-1411,Female,0,1,0,29,36,Month-to-Month,Mailed Check,DSL,1,0,1,4,9,98.04,2780.97,1
CUST-1412,Male,0,1,0,13,33,One Year,Bank Transfer,Fiber Optic,1,1,0,2,3,41.72,506.12,0
CUST-1413,Male,0,0,1,12,57,Month-to-Month,Credit Card,DSL,0,0,1,4,1,33.78,406.1,1
CUST-1414,Male,0,0,0,46,45,Month-to-Month,Electronic Check,DSL,1,0,1,1,3,86.3,3858.35,1
CUST-1415,Female,1,0,1,2,50,Month-to-Month,Credit Card,Fiber Optic,1,0,0,1,0,20.19,41.56,1
CUST-1416,Male,0,0,0,35,65,Month-to-Month,Bank Transfer,DSL,0,0,0,4,1,37.84,1342.42,0
CUST-1417,Female,0,0,0,8,58,Month-to-Month,Electronic Check,No,1,0,0,3,7,22.91,165.06,1
CUST-1418,Male,1,0,0,26,30,Month-to-Month,Credit Card,Fiber Optic,0,0,1,4,5,36.69,862.64,0
CUST-1419,Female,0,1,0,34,60,Month-to-Month,Credit Card,Fiber Optic,0,0,0,2,1,38.13,1134.46,0
CUST-1420,Female,0,0,0,7,62,Month-to-Month,Mailed Check,DSL,0,0,0,3,5,58.77,377.41,1
CUST-1421,Male,0,1,1,68,42,One Year,Electronic Check,DSL,1,0,1,2,9,60.23,4300.05,0
CUST-1422,Female,0,0,1,58,59,Two Year,Credit Card,DSL,1,1,1,4,8,107.43,5801.94,0
CUST-1423,Female,0,1,0,29,53,Month-to-Month,Credit Card,No,1,0,0,3,6,71.01,1841.21,1
CUST-1424,Female,0,0,1,36,44,One Year,Mailed Check,No,1,1,1,2,8,92.34,3332.54,1
CUST-1425,Male,0,1,1,21,55,One Year,Credit Card,Fiber Optic,0,1,1,4,4,30.41,612.1,0
CUST-1426,Female,0,1,0,36,24,Month-to-Month,Credit Card,DSL,0,1,1,4,6,42.54,1347.55,1
CUST-1427,Male,0,0,1,10,22,One Year,Credit Card,No,1,0,0,3,6,90.29,836.21,1
CUST-1428,Male,0,0,1,24,60,Month-to-Month,Mailed Check,DSL,1,1,0,4,2,25.28,566.01,0
CUST-1429,Female,0,1,1,64,62,Month-to-Month,Credit Card,DSL,1,1,0,1,6,68.66,4397.61,0
CUST-1430,Male,0,0,1,49,68,Month-to-Month,Credit Card,Fiber Optic,1,1,1,2,0,79.94,3345.7,0
CUST-1431,Female,0,0,0,36,48,One Year,Electronic Check,No,0,0,0,2,8,80.21,2609.79,0
CUST-1432,Male,0,0,1,24,40,One Year,Electronic Check,DSL,1,1,0,4,9,22.29,510.09,0
CUST-1433,Female,0,1,0,23,59,Month-to-Month,Mailed Check,DSL,0,0,1,4,5,52.21,1085.27,0
CUST-1434,Male,0,0,0,62,27,Month-to-Month,Bank Transfer,No,1,1,1,1,4,83.65,5060.2,1
CUST-1435,Female,0,1,1,37,49,Two Year,Electronic Check,DSL,1,1,0,3,6,34.9,1222.05,0
CUST-1436,Female,0,1,0,12,60,Month-to-Month,Mailed Check,DSL,1,0,1,4,4,89.54,991.04,0
CUST-1437,Female,0,0,1,55,47,Month-to-Month,Credit Card,Fiber Optic,0,0,0,4,9,94.59,5409.72,1
CUST-1438,Female,0,1,0,13,56,Two Year,Credit Card,No,1,1,0,4,4,118.2,1500.39,0
CUST-1439,Male,0,0,1,23,48,One Year,Mailed Check,Fiber Optic,0,1,0,4,9,40.98,825.65,0
CUST-1440,Male,0,0,1,30,35,One Year,Credit Card,No,0,1,1,2,6,102.51,2958.49,1
CUST-1441,Female,0,1,0,17,53,One Year,Credit Card,Fiber Optic,1,0,1,4,9,72.03,1232.04,1
CUST-1442,Male,0,1,1,62,19,Two Year,Bank Transfer,DSL,0,0,0,2,6,57.35,3526.18,1
CUST-1443,Female,1,1,1,13,31,Month-to-Month,Credit Card,No,0,1,0,4,2,32.24,370.68,0
CUST-1444,Female,0,1,1,59,30,Month-to-Month,Electronic Check,Fiber Optic,0,1,0,3,2,93.55,5764.98,1
CUST-1445,Male,1,1,1,19,46,Month-to-Month,Credit Card,DSL,1,0,0,1,9,43.59,778.32,1
CUST-1446,Male,1,0,0,49,29,Two Year,Mailed Check,Fiber Optic,0,0,1,3,2,57.14,2468.93,0
CUST-1447,Female,0,1,0,12,56,One Year,Bank Transfer,DSL,0,1,0,4,5,26.25,279.1,0
CUST-1448,Male,0,0,0,61,19,Month-to-Month,Credit Card,DSL,1,0,0,4,5,100.14,5312.27,1
CUST-1449,Female,0,0,1,19,49,Two Year,Mailed Check,DSL,1,1,1,4,2,96.66,1856.2,0
CUST-1450,Male,1,1,0,9,30,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,3,2,93.36,734.71,1
CUST-1451,Male,0,1,1,71,63,Month-to-Month,Credit Card,No,0,1,0,4,7,49.94,3102.61,0
CUST-1452,Male,1,1,1,28,44,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0,3,7,37.35,1066.81,0
CUST-1453,Male,0,1,1,52,66,Month-to-Month,Credit Card,No,0,1,0,2,6,83.76,4002.38,0
CUST-1454,Male,0,1,0,16,58,Two Year,Mailed Check,DSL,1,0,0,1,9,69.62,953.71,0
CUST-1455,Female,0,0,0,69,34,Month-to-Month,Bank Transfer,DSL,1,1,1,1,3,37.83,2245.82,0
CUST-1456,Male,0,0,0,12,57,Two Year,Credit Card,DSL,0,1,1,3,3,88.59,933.85,0
CUST-1457,Male,0,0,0,25,48,One Year,Electronic Check,DSL,1,0,1,2,2,119.11,2658.17,0
CUST-1458,Female,0,1,1,52,51,Month-to-Month,Bank Transfer,DSL,0,1,1,3,4,94.72,4841.85,0
CUST-1459,Female,0,1,0,53,41,Two Year,Electronic Check,Fiber Optic,1,1,0,2,2,94.0,4391.46,0
CUST-1460,Female,0,0,0,23,62,Month-to-Month,Mailed Check,No,1,1,1,4,7,115.03,2311.74,0
CUST-1461,Male,0,1,0,16,52,Month-to-Month,Credit Card,No,0,0,1,2,6,40.29,646.54,1
CUST-1462,Male,0,1,0,57,65,Month-to-Month,Electronic Check,DSL,0,0,1,2,2,76.55,4294.46,1
CUST-1463,Female,0,1,1,39,23,Two Year,Mailed Check,No,0,0,1,2,8,117.96,4310.91,1
CUST-1464,Female,0,0,0,53,36,Month-to-Month,Credit Card,DSL,0,0,1,1,4,36.53,1858.38,1
CUST-1465,Female,0,1,0,42,47,Month-to-Month,Mailed Check,DSL,1,1,1,2,8,90.03,3450.01,1
